time_step,state,pattern,status,mapped_to,distance,probability,confidence,confidence_label,decision
20,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
21,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
22,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
23,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
24,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
25,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
26,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
27,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
28,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
29,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
30,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
31,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
32,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
33,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
34,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
35,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
36,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
37,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
38,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
39,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
40,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
41,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
42,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
43,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
44,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
45,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
46,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
47,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
48,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
49,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
50,cccc,cccc,known,cccc,0,0.9812,0.9812,high,normal
1,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
2,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
3,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
4,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
5,aaaa,aaab,known,aaab,0,0.0797,0.0797,high,normal
6,aaab,aaba,known,aaba,0,0.5782,0.5782,high,normal
7,aaba,abab,known,abab,0,0.245,0.245,high,normal
8,abab,baba,known,baba,0,0.5437,0.5437,high,normal
9,baba,abab,known,abab,0,0.4261,0.4261,high,normal
10,abab,babb,known,babb,0,0.4562,0.4562,high,normal
11,babb,abbb,known,abbb,0,0.6653,0.6653,high,normal
12,abbb,bbbb,known,bbbb,0,0.5927,0.5927,high,normal
13,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
14,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
15,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
16,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
17,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
18,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
19,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
20,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
21,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
22,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
23,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
24,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
25,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
26,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
27,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
28,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
29,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
30,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
31,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
32,bbbb,bbba,known,bbba,0,0.2421,0.2421,high,normal
33,bbba,bbab,known,bbab,0,0.5056,0.5056,high,normal
34,bbab,baba,known,baba,0,0.3385,0.3385,high,normal
35,baba,abaa,known,abaa,0,0.5568,0.5568,high,normal
36,abaa,baaa,known,baaa,0,0.7368,0.7368,high,normal
37,baaa,aaaa,known,aaaa,0,0.6488,0.6488,high,normal
38,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
39,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
40,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
41,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
42,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
43,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
44,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
45,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
46,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
47,aaaa,aaab,known,aaab,0,0.0797,0.0797,high,normal
48,aaab,aaba,known,aaba,0,0.5782,0.5782,high,normal
49,aaba,abaa,known,abaa,0,0.755,0.755,high,normal
50,abaa,baab,known,baab,0,0.2632,0.2632,high,normal
1,abab,baba,known,baba,0,0.5439,0.5439,high,normal
2,baba,abaa,known,abaa,0,0.4907,0.4907,high,normal
3,abaa,baaa,known,baaa,0,0.6959,0.6959,high,normal
4,baaa,aaab,known,aaab,0,0.2831,0.2831,high,normal
5,aaab,aaba,known,aaba,0,0.7758,0.7758,high,normal
6,aaba,abaa,known,abaa,0,0.6629,0.6629,high,normal
7,abaa,baaa,known,baaa,0,0.6959,0.6959,high,normal
8,baaa,aaaa,known,aaaa,0,0.7169,0.7169,high,normal
9,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
10,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
11,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
12,aaaa,aaab,known,aaab,0,0.0233,0.0233,low,anomaly
13,aaab,aaba,known,aaba,0,0.7758,0.7758,high,normal
14,aaba,abaa,known,abaa,0,0.6629,0.6629,high,normal
15,abaa,baaa,known,baaa,0,0.6959,0.6959,high,normal
16,baaa,aaab,known,aaab,0,0.2831,0.2831,high,normal
17,aaab,aabb,known,aabb,0,0.2242,0.2242,high,normal
18,aabb,abba,known,abba,0,0.4545,0.4545,high,normal
19,abba,bbaa,known,bbaa,0,0.5465,0.5465,high,normal
20,bbaa,baaa,known,baaa,0,0.4947,0.4947,high,normal
21,baaa,aaaa,known,aaaa,0,0.7169,0.7169,high,normal
22,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
23,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
24,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
25,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
26,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
27,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
28,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
29,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
30,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
31,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
32,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
33,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
34,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
35,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
36,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
37,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
38,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
39,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
40,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
41,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
42,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
43,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
44,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
45,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
46,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
47,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
48,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
49,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
50,aaaa,aaaa,known,aaaa,0,0.9767,0.9767,high,normal
1,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
2,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
3,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
4,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
5,aaaa,aaab,known,aaab,0,0.0797,0.0797,high,normal
6,aaab,aaba,known,aaba,0,0.5782,0.5782,high,normal
7,aaba,abab,known,abab,0,0.245,0.245,high,normal
8,abab,baba,known,baba,0,0.5437,0.5437,high,normal
9,baba,abab,known,abab,0,0.4261,0.4261,high,normal
10,abab,babb,known,babb,0,0.4562,0.4562,high,normal
11,babb,abbb,known,abbb,0,0.6653,0.6653,high,normal
12,abbb,bbbb,known,bbbb,0,0.5927,0.5927,high,normal
13,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
14,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
15,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
16,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
17,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
18,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
19,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
20,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
21,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
22,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
23,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
24,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
25,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
26,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
27,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
28,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
29,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
30,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
31,bbbb,bbbb,known,bbbb,0,0.7274,0.7274,high,normal
32,bbbb,bbba,known,bbba,0,0.2421,0.2421,high,normal
33,bbba,bbab,known,bbab,0,0.5056,0.5056,high,normal
34,bbab,baba,known,baba,0,0.3385,0.3385,high,normal
35,baba,abaa,known,abaa,0,0.5568,0.5568,high,normal
36,abaa,baaa,known,baaa,0,0.7368,0.7368,high,normal
37,baaa,aaaa,known,aaaa,0,0.6488,0.6488,high,normal
38,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
39,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
40,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
41,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
42,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
43,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
44,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
45,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
46,aaaa,aaaa,known,aaaa,0,0.9203,0.9203,high,normal
47,aaaa,aaab,known,aaab,0,0.0797,0.0797,high,normal
48,aaab,aaba,known,aaba,0,0.5782,0.5782,high,normal
49,aaba,abaa,known,abaa,0,0.755,0.755,high,normal
50,abaa,baab,known,baab,0,0.2632,0.2632,high,normal
1,baaa,aaaa,known,aaaa,0,0.666,0.666,high,normal
2,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
3,aaaa,aaab,known,aaab,0,0.0853,0.0853,high,normal
4,aaab,aaba,known,aaba,0,0.5768,0.5768,high,normal
5,aaba,abab,known,abab,0,0.1916,0.1916,high,normal
6,abab,baba,known,baba,0,0.5132,0.5132,high,normal
7,baba,abaa,known,abaa,0,0.5176,0.5176,high,normal
8,abaa,baab,known,baab,0,0.1914,0.1914,high,normal
9,baab,aabb,known,aabb,0,0.6849,0.6849,high,normal
10,aabb,abbb,known,abbb,0,0.549,0.549,high,normal
11,abbb,bbba,known,bbba,0,0.3885,0.3885,high,normal
12,bbba,bbaa,known,bbaa,0,0.4737,0.4737,high,normal
13,bbaa,baaa,known,baaa,0,0.5672,0.5672,high,normal
14,baaa,aaaa,known,aaaa,0,0.666,0.666,high,normal
15,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
16,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
17,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
18,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
19,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
20,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
21,aaaa,aaab,known,aaab,0,0.0853,0.0853,high,normal
22,aaab,aaba,known,aaba,0,0.5768,0.5768,high,normal
23,aaba,abaa,known,abaa,0,0.8084,0.8084,high,normal
24,abaa,baab,known,baab,0,0.1914,0.1914,high,normal
25,baab,aaba,known,aaba,0,0.3067,0.3067,high,normal
26,aaba,abab,known,abab,0,0.1916,0.1916,high,normal
27,abab,baba,known,baba,0,0.5132,0.5132,high,normal
28,baba,abab,known,abab,0,0.4647,0.4647,high,normal
29,abab,baba,known,baba,0,0.5132,0.5132,high,normal
30,baba,abab,known,abab,0,0.4647,0.4647,high,normal
31,abab,babb,known,babb,0,0.4868,0.4868,high,normal
32,babb,abbb,known,abbb,0,0.7329,0.7329,high,normal
33,abbb,bbbb,known,bbbb,0,0.5971,0.5971,high,normal
34,bbbb,bbbb,known,bbbb,0,0.7292,0.7292,high,normal
35,bbbb,bbba,known,bbba,0,0.2576,0.2576,high,normal
36,bbba,bbab,known,bbab,0,0.5263,0.5263,high,normal
37,bbab,babb,known,babb,0,0.6884,0.6884,high,normal
38,babb,abbb,known,abbb,0,0.7329,0.7329,high,normal
39,abbb,bbbb,known,bbbb,0,0.5971,0.5971,high,normal
40,bbbb,bbba,known,bbba,0,0.2576,0.2576,high,normal
41,bbba,bbab,known,bbab,0,0.5263,0.5263,high,normal
42,bbab,baba,known,baba,0,0.3116,0.3116,high,normal
43,baba,abaa,known,abaa,0,0.5176,0.5176,high,normal
44,abaa,baaa,known,baaa,0,0.8086,0.8086,high,normal
45,baaa,aaaa,known,aaaa,0,0.666,0.666,high,normal
46,aaaa,aaab,known,aaab,0,0.0853,0.0853,high,normal
47,aaab,aaba,known,aaba,0,0.5768,0.5768,high,normal
48,aaba,abab,known,abab,0,0.1916,0.1916,high,normal
49,abab,baba,known,baba,0,0.5132,0.5132,high,normal
50,baba,abaa,known,abaa,0,0.5176,0.5176,high,normal
1,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
2,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
3,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
4,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
5,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
6,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
7,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
8,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
9,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
10,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
11,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
12,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
13,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
14,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
15,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
16,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
17,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
18,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
19,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
20,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
21,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
22,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
23,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
24,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
25,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
26,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
27,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
28,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
29,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
30,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
31,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
32,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
33,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
34,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
35,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
36,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
37,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
38,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
39,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
40,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
41,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
42,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
43,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
44,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
45,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
46,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
47,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
48,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
49,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
50,aaaa,aaaa,known,aaaa,0,0.982,0.982,high,normal
1,baaa,aaaa,known,aaaa,0,0.666,0.666,high,normal
2,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
3,aaaa,aaab,known,aaab,0,0.0853,0.0853,high,normal
4,aaab,aaba,known,aaba,0,0.5768,0.5768,high,normal
5,aaba,abab,known,abab,0,0.1916,0.1916,high,normal
6,abab,baba,known,baba,0,0.5132,0.5132,high,normal
7,baba,abaa,known,abaa,0,0.5176,0.5176,high,normal
8,abaa,baab,known,baab,0,0.1914,0.1914,high,normal
9,baab,aabb,known,aabb,0,0.6849,0.6849,high,normal
10,aabb,abbb,known,abbb,0,0.549,0.549,high,normal
11,abbb,bbba,known,bbba,0,0.3885,0.3885,high,normal
12,bbba,bbaa,known,bbaa,0,0.4737,0.4737,high,normal
13,bbaa,baaa,known,baaa,0,0.5672,0.5672,high,normal
14,baaa,aaaa,known,aaaa,0,0.666,0.666,high,normal
15,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
16,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
17,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
18,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
19,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
20,aaaa,aaaa,known,aaaa,0,0.9147,0.9147,high,normal
21,aaaa,aaab,known,aaab,0,0.0853,0.0853,high,normal
22,aaab,aaba,known,aaba,0,0.5768,0.5768,high,normal
23,aaba,abaa,known,abaa,0,0.8084,0.8084,high,normal
24,abaa,baab,known,baab,0,0.1914,0.1914,high,normal
25,baab,aaba,known,aaba,0,0.3067,0.3067,high,normal
26,aaba,abab,known,abab,0,0.1916,0.1916,high,normal
27,abab,baba,known,baba,0,0.5132,0.5132,high,normal
28,baba,abab,known,abab,0,0.4647,0.4647,high,normal
29,abab,baba,known,baba,0,0.5132,0.5132,high,normal
30,baba,abab,known,abab,0,0.4647,0.4647,high,normal
31,abab,babb,known,babb,0,0.4868,0.4868,high,normal
32,babb,abbb,known,abbb,0,0.7329,0.7329,high,normal
33,abbb,bbbb,known,bbbb,0,0.5971,0.5971,high,normal
34,bbbb,bbbb,known,bbbb,0,0.7292,0.7292,high,normal
35,bbbb,bbba,known,bbba,0,0.2576,0.2576,high,normal
36,bbba,bbab,known,bbab,0,0.5263,0.5263,high,normal
37,bbab,babb,known,babb,0,0.6884,0.6884,high,normal
38,babb,abbb,known,abbb,0,0.7329,0.7329,high,normal
39,abbb,bbbb,known,bbbb,0,0.5971,0.5971,high,normal
40,bbbb,bbba,known,bbba,0,0.2576,0.2576,high,normal
41,bbba,bbab,known,bbab,0,0.5263,0.5263,high,normal
42,bbab,baba,known,baba,0,0.3116,0.3116,high,normal
43,baba,abaa,known,abaa,0,0.5176,0.5176,high,normal
44,abaa,baaa,known,baaa,0,0.8086,0.8086,high,normal
45,baaa,aaaa,known,aaaa,0,0.666,0.666,high,normal
46,aaaa,aaab,known,aaab,0,0.0853,0.0853,high,normal
47,aaab,aaba,known,aaba,0,0.5768,0.5768,high,normal
48,aaba,abab,known,abab,0,0.1916,0.1916,high,normal
49,abab,baba,known,baba,0,0.5132,0.5132,high,normal
50,baba,abaa,known,abaa,0,0.5176,0.5176,high,normal
1,aaaa,aaaa,known,aaaa,0,0.9314,0.9314,high,normal
2,aaaa,aaab,known,aaab,0,0.0686,0.0686,high,normal
3,aaab,aaba,known,aaba,0,0.6062,0.6062,high,normal
4,aaba,abaa,known,abaa,0,0.8257,0.8257,high,normal
5,abaa,baaa,known,baaa,0,0.7428,0.7428,high,normal
6,baaa,aaaa,known,aaaa,0,0.6993,0.6993,high,normal
7,aaaa,aaaa,known,aaaa,0,0.9314,0.9314,high,normal
8,aaaa,aaaa,known,aaaa,0,0.9314,0.9314,high,normal
9,aaaa,aaab,known,aaab,0,0.0686,0.0686,high,normal
10,aaab,aabb,known,aabb,0,0.3938,0.3938,high,normal
11,aabb,abba,known,abba,0,0.541,0.541,high,normal
12,abba,bbaa,known,bbaa,0,0.6313,0.6313,high,normal
13,bbaa,baaa,known,baaa,0,0.7277,0.7277,high,normal
14,baaa,aaaa,known,aaaa,0,0.6993,0.6993,high,normal
15,aaaa,aaaa,known,aaaa,0,0.9314,0.9314,high,normal
16,aaaa,aaab,known,aaab,0,0.0686,0.0686,high,normal
17,aaab,aabb,known,aabb,0,0.3938,0.3938,high,normal
18,aabb,abba,known,abba,0,0.541,0.541,high,normal
19,abba,bbaa,known,bbaa,0,0.6313,0.6313,high,normal
20,bbaa,baaa,known,baaa,0,0.7277,0.7277,high,normal
21,baaa,aaaa,known,aaaa,0,0.6993,0.6993,high,normal
22,aaaa,aaaa,known,aaaa,0,0.9314,0.9314,high,normal
23,aaaa,aaab,known,aaab,0,0.0686,0.0686,high,normal
24,aaab,aaba,known,aaba,0,0.6062,0.6062,high,normal
25,aaba,abaa,known,abaa,0,0.8257,0.8257,high,normal
26,abaa,baaa,known,baaa,0,0.7428,0.7428,high,normal
27,baaa,aaaa,known,aaaa,0,0.6993,0.6993,high,normal
28,aaaa,aaab,known,aaab,0,0.0686,0.0686,high,normal
29,aaab,aabb,known,aabb,0,0.3938,0.3938,high,normal
30,aabb,abbb,known,abbb,0,0.459,0.459,high,normal
31,abbb,bbba,known,bbba,0,0.4062,0.4062,high,normal
32,bbba,bbaa,known,bbaa,0,0.5238,0.5238,high,normal
33,bbaa,baaa,known,baaa,0,0.7277,0.7277,high,normal
34,baaa,aaaa,known,aaaa,0,0.6993,0.6993,high,normal
35,aaaa,aaab,known,aaab,0,0.0686,0.0686,high,normal
36,aaab,aabb,known,aabb,0,0.3938,0.3938,high,normal
37,aabb,abbb,known,abbb,0,0.459,0.459,high,normal
38,abbb,bbba,known,bbba,0,0.4062,0.4062,high,normal
39,bbba,bbab,known,bbab,0,0.4762,0.4762,high,normal
40,bbab,baba,known,baba,0,0.4049,0.4049,high,normal
41,baba,abaa,known,abaa,0,0.6098,0.6098,high,normal
42,abaa,baab,known,baab,0,0.2572,0.2572,high,normal
43,baab,aabb,known,aabb,0,0.52,0.52,high,normal
44,aabb,abbb,known,abbb,0,0.459,0.459,high,normal
45,abbb,bbba,known,bbba,0,0.4062,0.4062,high,normal
46,bbba,bbaa,known,bbaa,0,0.5238,0.5238,high,normal
47,bbaa,baab,known,baab,0,0.2723,0.2723,high,normal
48,baab,aabb,known,aabb,0,0.52,0.52,high,normal
49,aabb,abbb,known,abbb,0,0.459,0.459,high,normal
50,abbb,bbba,known,bbba,0,0.4062,0.4062,high,normal
1,aaaa,aaab,known,aaab,0,0.0253,0.0253,low,anomaly
2,aaab,aabb,known,aabb,0,0.2834,0.2834,high,normal
3,aabb,abbb,known,abbb,0,0.4667,0.4667,high,normal
4,abbb,bbbb,known,bbbb,0,0.6262,0.6262,high,normal
5,bbbb,bbbb,known,bbbb,0,0.8957,0.8957,high,normal
6,bbbb,bbba,known,bbba,0,0.0558,0.0558,high,normal
7,bbba,bbab,known,bbab,0,0.6481,0.6481,high,normal
8,bbab,baba,known,baba,0,0.398,0.398,high,normal
9,baba,abab,known,abab,0,0.4375,0.4375,high,normal
10,abab,babb,known,babb,0,0.3667,0.3667,high,normal
11,babb,abbb,known,abbb,0,0.7065,0.7065,high,normal
12,abbb,bbbb,known,bbbb,0,0.6262,0.6262,high,normal
13,bbbb,bbbb,known,bbbb,0,0.8957,0.8957,high,normal
14,bbbb,bbbb,known,bbbb,0,0.8957,0.8957,high,normal
15,bbbb,bbba,known,bbba,0,0.0558,0.0558,high,normal
16,bbba,bbab,known,bbab,0,0.6481,0.6481,high,normal
17,bbab,babb,known,babb,0,0.602,0.602,high,normal
18,babb,abbb,known,abbb,0,0.7065,0.7065,high,normal
19,abbb,bbbb,known,bbbb,0,0.6262,0.6262,high,normal
20,bbbb,bbbb,known,bbbb,0,0.8957,0.8957,high,normal
21,bbbb,bbba,known,bbba,0,0.0558,0.0558,high,normal
22,bbba,bbab,known,bbab,0,0.6481,0.6481,high,normal
23,bbab,babb,known,babb,0,0.602,0.602,high,normal
24,babb,abbb,known,abbb,0,0.7065,0.7065,high,normal
25,abbb,bbbb,known,bbbb,0,0.6262,0.6262,high,normal
26,bbbb,bbbb,known,bbbb,0,0.8957,0.8957,high,normal
27,bbbb,bbbb,known,bbbb,0,0.8957,0.8957,high,normal
28,bbbb,bbbb,known,bbbb,0,0.8957,0.8957,high,normal
29,bbbb,bbba,known,bbba,0,0.0558,0.0558,high,normal
30,bbba,bbab,known,bbab,0,0.6481,0.6481,high,normal
31,bbab,babb,known,babb,0,0.602,0.602,high,normal
32,babb,abbb,known,abbb,0,0.7065,0.7065,high,normal
